sku,jul,sep,grainger_cat,GC,ag,zg,az,ag_jul,zg_jul,az_jul,grainger,zoro,is_jul,is_sep
sku1120,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1121,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1122,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1123,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1124,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1125,"3 FBA","4 SSA","Material Handling",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku1126,"4 SSA","4 SSA","Safety & Security",Other,"6 Amazon Only","6 Zoro Only","3 Zoro Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku1127,"4 SSA","4 SSA","Power Transmission",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","3 Grainger"
sku1128,"3 FBA","2 Marketplace","Safety & Security",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1129,"2 Marketplace","2 Marketplace","Safety & Security",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","6 Amazon Only","6 Zoro Only","5 Amazon Better",1,0,"1 None","3 Grainger"
sku113,"2 Marketplace","2 Marketplace","Pumps, Plumbing & Test",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1130,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1131,"3 FBA","2 Marketplace","Power Transmission",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","3 Grainger Better","4 Same","3 Zoro Better",1,1,"1 None","1 None"
sku1132,"3 FBA","2 Marketplace","Power Transmission",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku1133,"3 FBA","2 Marketplace","Safety & Security",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1134,"4 SSA","4 SSA","Power Transmission",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku1135,"3 FBA","2 Marketplace","Safety & Security",Other,"6 Amazon Only","6 Zoro Only","5 Amazon Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku1136,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1137,"3 FBA","2 Marketplace","Hand Tools",Other,"6 Amazon Only","6 Zoro Only","5 Amazon Better","6 Amazon Only","6 Zoro Only","5 Amazon Better",0,1,"1 None","1 None"
sku1138,"3 FBA","2 Marketplace","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1139,"3 FBA","2 Marketplace","Safety & Security",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku114,"1 Unavailable","1 Unavailable","Power Transmission",Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"4 Both","3 Grainger"
sku1140,"4 SSA","4 SSA",Metalworking,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku1141,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1142,"2 Marketplace","2 Marketplace","Safety & Security",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","6 Amazon Only","6 Zoro Only","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1143,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1144,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1145,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","2 Grainger Only","1 Neither","6 Amazon Only","6 Zoro Only","5 Amazon Better",1,0,"1 None","3 Grainger"
sku1146,"3 FBA","2 Marketplace","Cleaning & Maintenance",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1147,"3 FBA","2 Marketplace","Safety & Security",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1148,"3 FBA","2 Marketplace","Safety & Security",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1149,"3 FBA","4 SSA","Hand Tools",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku115,"3 FBA","4 SSA",Motors,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku1150,"3 FBA","2 Marketplace",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","3 Grainger Better","5 Amazon Better",1,1,"1 None","1 None"
sku1151,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1152,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1153,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1154,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1155,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1156,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku1157,"3 FBA","4 SSA",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1158,"3 FBA","2 Marketplace","Pumps, Plumbing & Test",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1159,"3 FBA","2 Marketplace","Safety & Security",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","6 Amazon Only","6 Zoro Only","3 Zoro Better",1,0,"1 None","3 Grainger"
sku116,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","6 Amazon Only","6 Zoro Only","5 Amazon Better",0,0,"1 None","1 None"
sku1160,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1161,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","3 Grainger Better","5 Amazon Better",1,1,"1 None","1 None"
sku1162,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","3 Grainger Better","5 Amazon Better",1,1,"1 None","1 None"
sku1163,"4 SSA","4 SSA",Metalworking,Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","6 Amazon Only","6 Zoro Only","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1164,"3 FBA","2 Marketplace",Metalworking,Other,"5 Amazon Better","4 Same","5 Amazon Better","3 Grainger Better","4 Same","3 Zoro Better",1,1,"1 None","1 None"
sku1165,"3 FBA","2 Marketplace",Metalworking,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1166,"3 FBA","2 Marketplace",Metalworking,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1167,"2 Marketplace","1 Unavailable",Lighting,Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku1168,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku1169,"3 FBA","2 Marketplace","Safety & Security",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"4 Both","3 Grainger"
sku117,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"4 Both","4 Both"
sku1170,"4 SSA","4 SSA",Metalworking,Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1171,"4 SSA","4 SSA",Metalworking,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1172,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1173,"3 FBA","2 Marketplace","Safety & Security",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","6 Amazon Only","6 Zoro Only","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1174,"4 SSA","1 Unavailable",HVAC,"Grainger Choice","2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku1175,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"4 Both","3 Grainger"
sku1176,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"4 Both","4 Both"
sku1177,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"4 Both","3 Grainger"
sku1178,"1 Unavailable","1 Unavailable","Power Tools",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku1179,"1 Unavailable","2 Marketplace","Power Tools",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku118,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","4 Same","5 Amazon Better","5 Zoro Better","4 Same",1,1,"1 None","4 Both"
sku1180,"1 Unavailable","2 Marketplace","Power Tools",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","4 Both"
sku1181,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku1182,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku1183,"3 FBA","2 Marketplace","Safety & Security",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1184,"4 SSA","2 Marketplace","Cleaning & Maintenance",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1185,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"4 Both","1 None"
sku1186,"3 FBA","2 Marketplace","Pumps, Plumbing & Test",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1187,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","3 Grainger Better","3 Grainger Better","5 Amazon Better",1,1,"1 None","1 None"
sku1188,"4 SSA","4 SSA",Other,Other,"6 Amazon Only","6 Zoro Only","5 Amazon Better","6 Amazon Only","6 Zoro Only","5 Amazon Better",0,1,"1 None","1 None"
sku1189,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku119,"1 Unavailable","1 Unavailable",Metalworking,Other,"2 Grainger Only","2 Grainger Only","1 Neither","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,0,"1 None","1 None"
sku1190,"4 SSA","4 SSA","Power Transmission",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1191,"4 SSA","4 SSA",Other,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","3 Grainger"
sku1192,"3 FBA","2 Marketplace","Safety & Security",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku1193,"2 Marketplace","2 Marketplace","Safety & Security",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","6 Amazon Only","6 Zoro Only","3 Zoro Better",1,0,"1 None","3 Grainger"
sku1194,"4 SSA","4 SSA",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","4 Both"
sku1195,"4 SSA","4 SSA","Hand Tools",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku1196,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","4 Both"
sku1197,"3 FBA","2 Marketplace","Hand Tools",Other,"6 Amazon Only","6 Zoro Only","3 Zoro Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku1198,"4 SSA","4 SSA",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1199,"4 SSA","4 SSA","Safety & Security",Other,"5 Amazon Better","2 Grainger Only","6 Amazon Only","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,0,"1 None","1 None"
sku12,"4 SSA","4 SSA",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"4 Both","4 Both"
sku120,"1 Unavailable","1 Unavailable","Material Handling",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","2 Grainger Only","5 Zoro Better","2 Zoro Only",1,1,"1 None","1 None"
sku1200,"3 FBA","1 Unavailable","Safety & Security",Other,"2 Grainger Only","5 Zoro Better","2 Zoro Only","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1201,"3 FBA","2 Marketplace","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1202,"3 FBA","2 Marketplace","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1203,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",1,1,"1 None","4 Both"
sku1204,"3 FBA","2 Marketplace","Power Transmission",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","3 Grainger Better","4 Same","3 Zoro Better",1,1,"1 None","1 None"
sku1205,"3 FBA","2 Marketplace","Power Tools",Other,"3 Grainger Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1206,"4 SSA","2 Marketplace","Cleaning & Maintenance",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1207,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1208,"4 SSA","2 Marketplace","Material Handling",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","6 Amazon Only","6 Zoro Only","3 Zoro Better",1,0,"1 None","1 None"
sku1209,"4 SSA","4 SSA","Pumps, Plumbing & Test",Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku121,"1 Unavailable","1 Unavailable","Power Transmission",Other,"1 Neither","1 Neither","1 Neither","1 Neither","6 Zoro Only","2 Zoro Only",0,0,"1 None","1 None"
sku1210,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1211,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"4 Both","1 None"
sku1212,"4 SSA","4 SSA",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1213,"3 FBA","2 Marketplace","Hand Tools",Other,"6 Amazon Only","6 Zoro Only","5 Amazon Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku1214,"3 FBA","2 Marketplace","Hand Tools",Other,"6 Amazon Only","6 Zoro Only","5 Amazon Better","6 Amazon Only","6 Zoro Only","3 Zoro Better",0,1,"1 None","1 None"
sku1215,"3 FBA","2 Marketplace","Safety & Security",Other,"3 Grainger Better","2 Grainger Only","6 Amazon Only","3 Grainger Better","5 Zoro Better","3 Zoro Better",1,0,"1 None","1 None"
sku1216,"3 FBA","2 Marketplace","Safety & Security",Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"4 Both","4 Both"
sku1217,"3 FBA","2 Marketplace",Metalworking,Other,"6 Amazon Only","1 Neither","6 Amazon Only","3 Grainger Better","3 Grainger Better","3 Zoro Better",0,0,"3 Grainger","1 None"
sku1218,"3 FBA","2 Marketplace",Other,Other,"5 Amazon Better","5 Zoro Better","3 Zoro Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
sku1219,"3 FBA","2 Marketplace",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","5 Amazon Better",1,1,"1 None","1 None"
sku122,"1 Unavailable","1 Unavailable",Metalworking,"Grainger Choice","1 Neither","6 Zoro Only","2 Zoro Only","2 Grainger Only","3 Grainger Better","2 Zoro Only",0,1,"1 None","3 Grainger"
sku1220,"3 FBA","2 Marketplace",Other,Other,"5 Amazon Better","5 Zoro Better","5 Amazon Better","5 Amazon Better","5 Zoro Better","3 Zoro Better",1,1,"1 None","1 None"
